Booking_Key,FK_Customer_Key,FK_Date_Key,FK_Movies_Key,FK_Theater_Key,FK_PromoCode_Key,Sales,TicketsSold,CancelledAmount,CancelledQuantity,PromoCodeValue,Customer_Key,Name,Address,City,Zip,State,Country,date_key,date,year,month,day,week,quarter,day_in_week,month_name,day_name,Movie_Key,Title,Rating,Genre,PromoCode_Key,PromoCode,Theater_Key,Theater_Name,Theater_ParentGroup,Country,State,City,ZipCode
1465,1465,10,1,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,2019-01-10,2019,1,10,2,1,5,January,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1466,1466,44,2,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44,2019-02-13,2019,2,13,7,1,4,February,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1467,1467,187,2,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,187,2019-07-06,2019,7,6,27,3,7,July,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1468,1468,163,2,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,163,2019-06-12,2019,6,12,24,2,4,June,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1469,1469,255,1,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255,2019-09-12,2019,9,12,37,3,5,September,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1470,1470,146,1,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,146,2019-05-26,2019,5,26,22,2,1,May,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1471,1471,284,2,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,284,2019-10-11,2019,10,11,41,4,6,October,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1472,1472,22,1,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,2019-01-22,2019,1,22,4,1,3,January,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1473,1473,214,1,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,214,2019-08-02,2019,8,2,31,3,6,August,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1474,1474,45,2,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45,2019-02-14,2019,2,14,7,1,5,February,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1475,1475,219,1,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219,2019-08-07,2019,8,7,32,3,4,August,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1476,1476,3,1,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,2019-01-03,2019,1,3,1,1,5,January,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1477,1477,312,2,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,312,2019-11-08,2019,11,8,45,4,6,November,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1478,1478,274,1,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,274,2019-10-01,2019,10,1,40,4,3,October,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1479,1479,115,1,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115,2019-04-25,2019,4,25,17,2,5,April,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1480,1480,72,2,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,2019-03-13,2019,3,13,11,1,4,March,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1481,1481,10,1,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,2019-01-10,2019,1,10,2,1,5,January,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1482,1482,152,1,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,152,2019-06-01,2019,6,1,22,2,7,June,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1483,1483,91,1,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,2019-04-01,2019,4,1,14,2,2,April,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1484,1484,315,1,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,315,2019-11-11,2019,11,11,46,4,2,November,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1485,1485,26,1,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,2019-01-26,2019,1,26,4,1,7,January,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1486,1486,140,2,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,140,2019-05-20,2019,5,20,21,2,2,May,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1487,1487,300,2,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,300,2019-10-27,2019,10,27,44,4,1,October,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1488,1488,121,2,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121,2019-05-01,2019,5,1,18,2,4,May,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1489,1489,24,1,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,2019-01-24,2019,1,24,4,1,5,January,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1490,1490,74,1,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,2019-03-15,2019,3,15,11,1,6,March,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1491,1491,295,1,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,295,2019-10-22,2019,10,22,43,4,3,October,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1492,1492,294,1,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,294,2019-10-21,2019,10,21,43,4,2,October,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1493,1493,266,1,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,266,2019-09-23,2019,9,23,39,3,2,September,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1494,1494,125,1,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,125,2019-05-05,2019,5,5,19,2,1,May,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1495,1495,147,2,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,147,2019-05-27,2019,5,27,22,2,2,May,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1496,1496,39,2,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39,2019-02-08,2019,2,8,6,1,6,February,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1497,1497,72,2,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,2019-03-13,2019,3,13,11,1,4,March,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1498,1498,242,1,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,242,2019-08-30,2019,8,30,35,3,6,August,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1499,1499,35,2,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35,2019-02-04,2019,2,4,6,1,2,February,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1500,1500,84,1,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,2019-03-25,2019,3,25,13,1,2,March,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1501,1501,314,1,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,314,2019-11-10,2019,11,10,46,4,1,November,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1502,1502,42,1,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42,2019-02-11,2019,2,11,7,1,2,February,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1503,1503,225,2,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,225,2019-08-13,2019,8,13,33,3,3,August,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1504,1504,37,1,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37,2019-02-06,2019,2,6,6,1,4,February,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1505,1505,149,1,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,149,2019-05-29,2019,5,29,22,2,4,May,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1506,1506,313,1,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,313,2019-11-09,2019,11,9,45,4,7,November,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1507,1507,157,1,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,157,2019-06-06,2019,6,6,23,2,5,June,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1508,1508,167,2,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,167,2019-06-16,2019,6,16,25,2,1,June,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1509,1509,43,2,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,2019-02-12,2019,2,12,7,1,3,February,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1510,1510,29,2,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,2019-01-29,2019,1,29,5,1,3,January,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1511,1511,15,2,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,2019-01-15,2019,1,15,3,1,3,January,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1512,1512,308,2,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,308,2019-11-04,2019,11,4,45,4,2,November,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1513,1513,215,2,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,215,2019-08-03,2019,8,3,31,3,7,August,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1514,1514,150,1,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,2019-05-30,2019,5,30,22,2,5,May,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1515,1515,102,1,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102,2019-04-12,2019,4,12,15,2,6,April,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1516,1516,62,2,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62,2019-03-03,2019,3,3,10,1,1,March,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1517,1517,319,2,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,319,2019-11-15,2019,11,15,46,4,6,November,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1518,1518,133,1,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,133,2019-05-13,2019,5,13,20,2,2,May,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1519,1519,24,2,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,2019-01-24,2019,1,24,4,1,5,January,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1520,1520,41,1,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41,2019-02-10,2019,2,10,7,1,1,February,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1521,1521,130,2,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,130,2019-05-10,2019,5,10,19,2,6,May,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1522,1522,208,2,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,208,2019-07-27,2019,7,27,30,3,7,July,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1523,1523,10,1,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,2019-01-10,2019,1,10,2,1,5,January,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1524,1524,61,1,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,2019-03-02,2019,3,2,9,1,7,March,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1525,1525,276,2,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,276,2019-10-03,2019,10,3,40,4,5,October,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1526,1526,236,2,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,2019-08-24,2019,8,24,34,3,7,August,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1527,1527,34,2,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,2019-02-03,2019,2,3,6,1,1,February,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1528,1528,97,2,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97,2019-04-07,2019,4,7,15,2,1,April,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1529,1529,65,2,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,2019-03-06,2019,3,6,10,1,4,March,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1530,1530,29,1,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,2019-01-29,2019,1,29,5,1,3,January,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1531,1531,270,1,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,270,2019-09-27,2019,9,27,39,3,6,September,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1532,1532,304,1,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,304,2019-10-31,2019,10,31,44,4,5,October,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1533,1533,72,1,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,2019-03-13,2019,3,13,11,1,4,March,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1534,1534,84,1,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,2019-03-25,2019,3,25,13,1,2,March,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1535,1535,201,2,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,201,2019-07-20,2019,7,20,29,3,7,July,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1536,1536,115,2,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115,2019-04-25,2019,4,25,17,2,5,April,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1537,1537,289,1,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,289,2019-10-16,2019,10,16,42,4,4,October,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1538,1538,143,2,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,143,2019-05-23,2019,5,23,21,2,5,May,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1539,1539,163,1,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,163,2019-06-12,2019,6,12,24,2,4,June,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1540,1540,64,1,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,2019-03-05,2019,3,5,10,1,3,March,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1541,1541,152,1,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,152,2019-06-01,2019,6,1,22,2,7,June,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1542,1542,247,1,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,247,2019-09-04,2019,9,4,36,3,4,September,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1543,1543,139,1,6,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139,2019-05-19,2019,5,19,21,2,1,May,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1544,1544,271,2,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,271,2019-09-28,2019,9,28,39,3,7,September,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1545,1545,299,2,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,299,2019-10-26,2019,10,26,43,4,7,October,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1546,1546,41,2,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41,2019-02-10,2019,2,10,7,1,1,February,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1547,1547,266,2,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,266,2019-09-23,2019,9,23,39,3,2,September,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1548,1548,248,1,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,248,2019-09-05,2019,9,5,36,3,5,September,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1549,1549,121,2,5,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121,2019-05-01,2019,5,1,18,2,4,May,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1550,1550,178,1,4,,40,4,,4,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,178,2019-06-27,2019,6,27,26,2,5,June,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1551,1551,208,1,4,,50,5,,5,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,208,2019-07-27,2019,7,27,30,3,7,July,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1552,1552,184,1,4,,50,5,,5,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,184,2019-07-03,2019,7,3,27,3,4,July,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1553,1553,295,1,4,,50,5,,5,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,295,2019-10-22,2019,10,22,43,4,3,October,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1554,1554,284,1,6,,50,5,,5,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,284,2019-10-11,2019,10,11,41,4,6,October,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
1555,1555,214,2,5,,50,5,,5,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,214,2019-08-02,2019,8,2,31,3,6,August,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1556,1556,219,2,5,,50,5,,5,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219,2019-08-07,2019,8,7,32,3,4,August,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
1557,1557,130,1,4,,50,5,,5,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,130,2019-05-10,2019,5,10,19,2,6,May,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
1558,1558,310,1,5,,50,5,,5,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,310,2019-11-06,2019,11,6,45,4,4,November,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
